event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp,text,clean_text,cluster
UFC 289: Nunes vs. Aldana,June 10 2023,"Vancouver, British Columbia, Canada",Lightweight,Charles Oliveira,Beneil Dariush,fighter1,1                                  0,26                                  12,0                                  0,0                                  0,KO/TKO              Punches,1,4:10,2023-09-21 02:02:55.178363,"UFC 289: Nunes vs. Aldana June 10 2023 Vancouver, British Columbia, Canada Lightweight Charles Oliveira Beneil Dariush fighter1 1                                  0 26                                  12 0                                  0 0                                  0 KO/TKO              Punches 4:10 2023-09-21 02:02:55.178363",ufc nunes vs aldana june vancouver british columbia canada lightweight charles oliveira beneil dariush fighter kotko punches,0
UFC 289: Nunes vs. Aldana,June 10 2023,"Vancouver, British Columbia, Canada",Welterweight,Mike Malott,Adam Fugitt,fighter1,1                                  0,19                                  9,2                                  0,1                                  0,SUB              Guillotine Choke,2,1:06,2023-09-21 02:02:55.178363,"UFC 289: Nunes vs. Aldana June 10 2023 Vancouver, British Columbia, Canada Welterweight Mike Malott Adam Fugitt fighter1 1                                  0 19                                  9 2                                  0 1                                  0 SUB              Guillotine Choke 1:06 2023-09-21 02:02:55.178363",ufc nunes vs aldana june vancouver british columbia canada welterweight mike malott adam fugitt fighter sub guillotine choke,4
UFC 289: Nunes vs. Aldana,June 10 2023,"Vancouver, British Columbia, Canada",Featherweight,Dan Ige,Nate Landwehr,fighter1,1                                  0,88                                  74,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 289: Nunes vs. Aldana June 10 2023 Vancouver, British Columbia, Canada Featherweight Dan Ige Nate Landwehr fighter1 1                                  0 88                                  74 0                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc nunes vs aldana june vancouver british columbia canada featherweight dan ige nate landwehr fighter udec,0
UFC 289: Nunes vs. Aldana,June 10 2023,"Vancouver, British Columbia, Canada",Middleweight,Marc-Andre Barriault,Eryk Anders,fighter1,1                                  0,95                                  83,0                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 289: Nunes vs. Aldana June 10 2023 Vancouver, British Columbia, Canada Middleweight Marc-Andre Barriault Eryk Anders fighter1 1                                  0 95                                  83 0                                  1 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc nunes vs aldana june vancouver british columbia canada middleweight marcandre barriault eryk anders fighter udec,0
UFC 289: Nunes vs. Aldana,June 10 2023,"Vancouver, British Columbia, Canada",Middleweight,Nassourdine Imavov,Chris Curtis,No contest,0                                  0,57                                  26,3                                  0,1                                  0,CNC,2,3:04,2023-09-21 02:02:55.178363,"UFC 289: Nunes vs. Aldana June 10 2023 Vancouver, British Columbia, Canada Middleweight Nassourdine Imavov Chris Curtis No contest 0                                  0 57                                  26 3                                  0 1                                  0 CNC 3:04 2023-09-21 02:02:55.178363",ufc nunes vs aldana june vancouver british columbia canada middleweight nassourdine imavov chris curtis contest cnc,0
UFC 289: Nunes vs. Aldana,June 10 2023,"Vancouver, British Columbia, Canada",Women's Flyweight,Jasmine Jasudavicius,Miranda Maverick,fighter1,0                                  0,67                                  63,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 289: Nunes vs. Aldana June 10 2023 Vancouver, British Columbia, Canada Women's Flyweight Jasmine Jasudavicius Miranda Maverick fighter1 0                                  0 67                                  63 1                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc nunes vs aldana june vancouver british columbia canada womens flyweight jasmine jasudavicius miranda maverick fighter udec,0
UFC 289: Nunes vs. Aldana,June 10 2023,"Vancouver, British Columbia, Canada",Bantamweight,Aiemann Zahabi, Aoriqileng,fighter1,1                                  0,5                                  5,0                                  0,0                                  0,KO/TKO              Punch,1,1:04,2023-09-21 02:02:55.178363,"UFC 289: Nunes vs. Aldana June 10 2023 Vancouver, British Columbia, Canada Bantamweight Aiemann Zahabi  Aoriqileng fighter1 1                                  0 5                                  5 0                                  0 0                                  0 KO/TKO              Punch 1:04 2023-09-21 02:02:55.178363",ufc nunes vs aldana june vancouver british columbia canada bantamweight aiemann zahabi aoriqileng fighter kotko punch,0
UFC 289: Nunes vs. Aldana,June 10 2023,"Vancouver, British Columbia, Canada",Featherweight,Kyle Nelson,Blake Bilder,fighter1,0                                  0,59                                  45,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 289: Nunes vs. Aldana June 10 2023 Vancouver, British Columbia, Canada Featherweight Kyle Nelson Blake Bilder fighter1 0                                  0 59                                  45 0                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc nunes vs aldana june vancouver british columbia canada featherweight kyle nelson blake bilder fighter udec,0
UFC 289: Nunes vs. Aldana,June 10 2023,"Vancouver, British Columbia, Canada",Flyweight,Steve Erceg,David Dvorak,fighter1,0                                  0,54                                  53,3                                  1,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 289: Nunes vs. Aldana June 10 2023 Vancouver, British Columbia, Canada Flyweight Steve Erceg David Dvorak fighter1 0                                  0 54                                  53 3                                  1 1                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc nunes vs aldana june vancouver british columbia canada flyweight steve erceg david dvorak fighter udec,0
UFC 289: Nunes vs. Aldana,June 10 2023,"Vancouver, British Columbia, Canada",Women's Strawweight,Diana Belbita,Maria Oliveira,fighter1,0                                  0,106                                  64,1                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 289: Nunes vs. Aldana June 10 2023 Vancouver, British Columbia, Canada Women's Strawweight Diana Belbita Maria Oliveira fighter1 0                                  0 106                                  64 1                                  2 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc nunes vs aldana june vancouver british columbia canada womens strawweight diana belbita maria oliveira fighter udec,0
UFC Fight Night: Kara-France vs. Albazi,June 03 2023,"Las Vegas, Nevada, USA",Flyweight,Amir Albazi,Kai Kara-France,fighter1,0                                  0,43                                  99,1                                  2,1                                  0,S-DEC,5,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: Kara-France vs. Albazi June 03 2023 Las Vegas, Nevada, USA Flyweight Amir Albazi Kai Kara-France fighter1 0                                  0 43                                  99 1                                  2 1                                  0 S-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night karafrance vs albazi june las vegas nevada usa flyweight amir albazi kai karafrance fighter sdec,1
UFC Fight Night: Kara-France vs. Albazi,June 03 2023,"Las Vegas, Nevada, USA",Featherweight,Alex Caceres,Daniel Pineda,fighter1,0                                  0,60                                  27,1                                  3,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: Kara-France vs. Albazi June 03 2023 Las Vegas, Nevada, USA Featherweight Alex Caceres Daniel Pineda fighter1 0                                  0 60                                  27 1                                  3 0                                  1 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night karafrance vs albazi june las vegas nevada usa featherweight alex caceres daniel pineda fighter udec,1
