cancelled,contract length,days active,invites sent,money spent,occupation,used coupon code,user ID,Cluster,NLP_Cluster
no,monthly,134,5,607,product manager,no,5268,2,0
no,annual,148,2,143,product manager,yes,5269,2,0
yes,monthly,61,3,148,engineering manager,yes,5270,2,2
no,monthly,120,3,1055,developer,no,5271,2,1
no,monthly,53,7,1055,engineering manager,no,5272,2,2
yes,monthly,13,3,718,sales,yes,5273,2,1
no,monthly,76,4,1074,product manager,no,5274,2,0
no,annual,85,18,999,product manager,no,5275,0,0
no,monthly,143,8,827,developer,yes,5276,2,1
no,monthly,98,0,592,product manager,yes,5277,2,0
yes,monthly,27,7,250,marketer,yes,5278,2,1
no,annual,88,15,971,engineering manager,no,5279,0,2
yes,monthly,95,4,966,sales,yes,5280,2,1
no,annual,49,12,192,product manager,no,5281,2,0
no,monthly,14,9,1191,product manager,yes,5282,2,0
no,monthly,27,12,786,engineering manager,yes,5283,2,2
no,annual,71,15,487,engineering manager,no,5284,0,2
no,monthly,37,5,1053,engineering manager,no,5285,2,2
no,monthly,98,13,607,product manager,no,5286,0,0
no,monthly,70,20,247,engineering manager,yes,5287,0,2
no,annual,28,2,537,engineering manager,no,5288,2,2
no,monthly,19,1,155,developer,no,5289,2,1
no,monthly,9,19,962,developer,no,5290,0,1
no,monthly,44,8,719,engineering manager,no,5291,2,2
yes,annual,76,2,399,sales,yes,5292,2,1
no,annual,132,19,356,product manager,no,5293,0,0
yes,monthly,54,4,550,developer,no,5294,2,1
no,monthly,100,16,180,developer,yes,5295,0,1
no,monthly,70,3,310,product manager,yes,5296,2,0
yes,monthly,36,5,615,engineering manager,no,5297,2,2
yes,annual,18,3,1036,engineering manager,no,5298,2,2
no,monthly,132,2,989,developer,no,5299,2,1
no,monthly,131,0,147,engineering manager,no,5300,2,2
no,annual,108,13,1016,engineering manager,no,5301,0,2
no,monthly,71,2,974,engineering manager,no,5302,2,2
no,annual,120,2,493,developer,no,5303,2,1
no,monthly,131,6,1024,product manager,no,5304,2,0
no,monthly,28,8,563,developer,no,5305,2,1
no,monthly,14,17,1073,developer,yes,5306,0,1
yes,annual,93,5,512,sales,no,5307,2,1
no,monthly,64,2,406,product manager,yes,5308,2,0
no,annual,144,0,782,developer,no,5309,2,1
yes,annual,24,8,339,developer,no,5310,2,1
no,monthly,39,17,998,product manager,no,5311,0,0
no,monthly,16,7,335,engineering manager,no,5312,2,2
no,monthly,105,16,795,product manager,no,5313,0,0
no,annual,70,11,414,developer,no,5314,2,1
yes,monthly,35,7,226,engineering manager,yes,5315,2,2
no,annual,128,1,794,engineering manager,no,5316,2,2
no,monthly,5,6,241,developer,no,5317,2,1
yes,monthly,22,12,247,product manager,no,5318,2,0
yes,monthly,66,3,21,product manager,no,5319,2,0
no,monthly,123,7,1054,engineering manager,no,5320,2,2
no,monthly,7,13,1096,developer,yes,5321,2,1
yes,annual,49,6,802,developer,yes,5322,2,1
no,monthly,53,9,462,engineering manager,yes,5323,2,2
no,monthly,76,2,1165,product manager,yes,5324,2,0
yes,monthly,58,7,552,engineering manager,no,5325,2,2
yes,monthly,30,5,33,sales,yes,5326,2,1
no,annual,145,18,570,engineering manager,yes,5327,0,2
no,annual,143,10,748,product manager,yes,5328,0,0
no,annual,59,14,906,developer,yes,5329,0,1
no,monthly,3,15,418,developer,no,5330,0,1
no,monthly,7,9,1159,engineering manager,no,5331,2,2
no,monthly,102,18,1070,engineering manager,yes,5332,0,2
no,monthly,51,12,812,product manager,no,5333,2,0
no,monthly,50,15,252,engineering manager,no,5334,0,2
no,annual,78,1,1036,engineering manager,no,5335,2,2
no,annual,137,16,1061,product manager,no,5336,0,0
no,monthly,15,15,893,developer,yes,5337,0,1
no,monthly,72,1,136,developer,yes,5338,2,1
no,monthly,83,0,175,developer,no,5339,2,1
no,annual,68,9,243,product manager,yes,5340,2,0
yes,monthly,6,9,1018,sales,yes,5341,2,1
no,monthly,27,15,818,developer,yes,5342,0,1
no,monthly,28,6,889,product manager,yes,5343,2,0
no,monthly,110,3,953,product manager,yes,5344,2,0
yes,annual,91,5,918,engineering manager,yes,5345,2,2
no,monthly,1,16,252,product manager,no,5346,0,0
no,monthly,93,7,776,engineering manager,no,5347,2,2
no,monthly,104,11,480,product manager,no,5348,0,0
no,annual,97,4,469,developer,no,5349,2,1
yes,annual,2,9,702,marketer,no,5350,2,1
no,monthly,26,0,703,product manager,yes,5351,2,0
yes,monthly,91,0,559,designer,no,5352,2,1
no,monthly,130,9,444,product manager,no,5353,0,0
no,monthly,26,16,33,engineering manager,no,5354,0,2
no,annual,121,9,932,developer,no,5355,2,1
no,annual,62,5,617,product manager,no,5356,2,0
no,annual,46,14,153,product manager,yes,5357,0,0
no,annual,22,8,254,engineering manager,yes,5358,2,2
no,annual,86,14,72,engineering manager,no,5359,0,2
yes,monthly,46,0,715,designer,no,5360,2,1
yes,monthly,51,12,455,marketer,yes,5361,2,1
no,monthly,135,20,68,developer,no,5362,0,1
no,monthly,97,11,715,engineering manager,no,5363,0,2
no,monthly,107,10,952,developer,yes,5364,0,1
no,annual,86,2,825,product manager,no,5365,2,0
no,monthly,27,19,474,developer,yes,5366,0,1
no,monthly,92,5,1047,product manager,no,5367,2,0
yes,monthly,95,11,1041,product manager,no,5368,0,0
no,monthly,95,20,569,product manager,yes,5369,0,0
no,monthly,87,3,783,product manager,yes,5370,2,0
no,monthly,127,4,637,product manager,no,5371,2,0
yes,annual,18,5,405,engineering manager,no,5372,2,2
no,monthly,61,18,1072,product manager,yes,5373,0,0
no,monthly,21,4,959,developer,no,5374,2,1
no,annual,26,17,598,engineering manager,no,5375,0,2
no,monthly,38,9,538,engineering manager,no,5376,2,2
no,monthly,109,5,271,engineering manager,no,5377,2,2
no,annual,97,10,736,developer,no,5378,2,1
no,monthly,147,5,1182,product manager,yes,5379,2,0
no,monthly,21,16,542,engineering manager,no,5380,0,2
no,monthly,11,14,1171,engineering manager,no,5381,2,2
no,annual,100,9,278,product manager,no,5382,2,0
no,monthly,144,13,507,developer,yes,5383,0,1
no,annual,105,20,1050,engineering manager,yes,5384,0,2
no,monthly,39,13,1141,engineering manager,no,5385,2,2
no,annual,100,17,240,developer,no,5386,0,1
yes,monthly,46,5,1139,designer,no,5387,2,1
no,monthly,127,16,408,product manager,yes,5388,0,0
yes,monthly,17,9,99,engineering manager,yes,5389,2,2
yes,monthly,73,10,592,developer,yes,5390,2,1
no,monthly,80,16,852,developer,yes,5391,0,1
yes,annual,68,2,833,developer,no,5392,2,1
no,monthly,125,4,973,engineering manager,yes,5393,2,2
no,annual,107,7,483,engineering manager,yes,5394,2,2
no,annual,41,15,163,engineering manager,yes,5395,0,2
no,monthly,6,16,54,product manager,yes,5396,0,0
no,monthly,94,0,665,product manager,no,5397,2,0
no,annual,138,12,124,product manager,no,5398,0,0
no,monthly,125,8,579,developer,yes,5399,2,1
no,monthly,105,18,120,engineering manager,no,5400,0,2
no,monthly,127,10,761,product manager,no,5401,0,0
no,monthly,120,19,676,product manager,no,5402,0,0
no,monthly,86,9,16,engineering manager,no,5403,2,2
yes,monthly,43,6,281,engineering manager,no,5404,2,2
no,monthly,2,14,78,product manager,yes,5405,0,0
no,monthly,40,9,786,engineering manager,no,5406,2,2
no,monthly,124,3,750,developer,yes,5407,2,1
no,monthly,81,12,81,developer,yes,5408,0,1
yes,monthly,65,11,877,designer,no,5409,2,1
no,monthly,78,7,918,engineering manager,yes,5410,2,2
yes,monthly,57,11,598,designer,yes,5411,2,1
yes,monthly,79,5,902,designer,yes,5412,2,1
no,monthly,143,18,754,engineering manager,no,5413,0,2
no,monthly,132,6,8,engineering manager,yes,5414,2,2
no,annual,9,0,240,developer,no,5415,2,1
no,monthly,63,11,913,product manager,no,5416,2,0
no,annual,83,6,1001,product manager,yes,5417,2,0
no,monthly,29,13,809,developer,no,5418,2,1
no,annual,0,17,396,engineering manager,yes,5419,0,2
no,annual,120,10,897,developer,yes,5420,0,1
no,annual,122,12,693,engineering manager,no,5421,0,2
no,monthly,0,15,111,engineering manager,no,5422,0,2
no,monthly,32,5,397,developer,yes,5423,2,1
yes,monthly,92,8,86,engineering manager,yes,5424,2,2
no,monthly,54,20,957,product manager,yes,5425,0,0
no,annual,92,7,898,engineering manager,no,5426,2,2
no,monthly,32,1,362,developer,no,5427,2,1
no,monthly,37,16,495,engineering manager,yes,5428,0,2
yes,annual,30,6,289,designer,no,5429,2,1
yes,annual,68,7,137,marketer,yes,5430,2,1
no,monthly,124,5,58,product manager,yes,5431,2,0
no,monthly,85,8,250,product manager,no,5432,2,0
no,monthly,135,10,635,engineering manager,no,5433,0,2
yes,monthly,5,4,400,designer,yes,5434,2,1
no,monthly,70,10,249,engineering manager,yes,5435,2,2
yes,annual,98,0,405,product manager,no,5436,2,0
no,monthly,45,5,354,engineering manager,no,5437,2,2
no,annual,129,5,613,developer,no,5438,2,1
yes,monthly,34,12,35,product manager,no,5439,2,0
no,monthly,34,11,102,engineering manager,no,5440,2,2
no,monthly,123,13,867,developer,yes,5441,0,1
no,monthly,3,9,905,engineering manager,no,5442,2,2
no,annual,12,9,818,developer,yes,5443,2,1
yes,monthly,21,11,646,marketer,no,5444,2,1
no,monthly,11,4,660,product manager,yes,5445,2,0
yes,monthly,71,4,652,marketer,no,5446,2,1
no,monthly,127,3,172,engineering manager,no,5447,2,2
no,annual,112,15,719,engineering manager,no,5448,0,2
no,monthly,37,14,682,product manager,no,5449,0,0
no,monthly,78,4,911,developer,no,5450,2,1
no,annual,147,16,167,product manager,no,5451,0,0
no,annual,1,19,1191,engineering manager,no,5452,0,2
no,monthly,22,18,762,engineering manager,no,5453,0,2
yes,annual,57,11,57,engineering manager,yes,5454,2,2
yes,annual,87,5,216,developer,no,5455,2,1
no,monthly,133,14,253,engineering manager,yes,5456,0,2
no,monthly,49,2,190,product manager,yes,5457,2,0
yes,annual,37,10,686,developer,yes,5458,2,1
yes,monthly,31,4,622,marketer,yes,5459,2,1
no,annual,98,17,739,product manager,yes,5460,0,0
no,monthly,14,12,657,product manager,yes,5461,2,0
no,annual,29,19,273,engineering manager,yes,5462,0,2
yes,monthly,91,0,252,marketer,yes,5463,2,1
no,annual,31,5,1110,developer,yes,5464,2,1
no,monthly,52,3,326,engineering manager,no,5465,2,2
no,annual,128,14,497,product manager,yes,5466,0,0
no,monthly,131,15,198,developer,no,5467,0,1
no,monthly,85,5,394,product manager,yes,5468,2,0
no,monthly,14,20,344,product manager,yes,5469,0,0
no,monthly,81,5,1153,developer,no,5470,2,1
no,annual,104,9,630,engineering manager,yes,5471,2,2
no,monthly,66,13,195,developer,yes,5472,0,1
yes,monthly,30,2,146,product manager,no,5473,2,0
no,monthly,51,19,0,engineering manager,yes,5474,0,2
no,monthly,50,15,1130,engineering manager,no,5475,0,2
no,monthly,117,0,579,developer,no,5476,2,1
yes,annual,12,12,440,marketer,no,5477,2,1
yes,annual,37,0,882,marketer,yes,5478,2,1
no,monthly,121,7,72,developer,yes,5479,2,1
no,monthly,66,8,853,product manager,no,5480,2,0
yes,monthly,55,11,102,marketer,no,5481,2,1
no,annual,7,8,229,engineering manager,yes,5482,2,2
yes,annual,81,10,787,product manager,no,5483,2,0
yes,monthly,36,10,822,sales,no,5484,2,1
yes,annual,44,8,148,engineering manager,no,5485,2,2
yes,monthly,14,2,138,designer,yes,5486,2,1
no,monthly,43,16,1003,developer,yes,5487,0,1
yes,annual,5,11,489,product manager,no,5488,2,0
no,monthly,53,20,425,engineering manager,yes,5489,0,2
no,monthly,88,6,492,product manager,no,5490,2,0
yes,monthly,72,10,536,engineering manager,yes,5491,2,2
no,monthly,27,3,170,developer,no,5492,2,1
no,annual,124,2,570,developer,no,5493,2,1
no,monthly,135,17,1130,engineering manager,yes,5494,0,2
no,annual,87,8,220,engineering manager,no,5495,2,2
no,monthly,56,19,555,engineering manager,no,5496,0,2
no,annual,140,13,1124,engineering manager,yes,5497,0,2
no,monthly,14,4,633,developer,yes,5498,2,1
yes,annual,64,6,1158,sales,yes,5499,2,1
no,annual,101,7,862,developer,yes,5500,2,1
yes,monthly,77,7,1188,sales,yes,5501,2,1
yes,monthly,15,2,1170,designer,yes,5502,2,1
no,monthly,81,10,919,developer,yes,5503,2,1
no,monthly,92,8,561,product manager,no,5504,2,0
no,annual,143,1,1162,product manager,yes,5505,2,0
no,monthly,11,0,741,engineering manager,no,5506,2,2
yes,monthly,17,8,900,designer,yes,5507,2,1
yes,monthly,59,8,1003,engineering manager,yes,5508,2,2
no,monthly,79,19,1196,engineering manager,no,5509,0,2
yes,monthly,89,4,900,engineering manager,yes,5510,2,2
no,annual,30,10,838,product manager,no,5511,2,0
no,monthly,89,2,903,engineering manager,yes,5512,2,2
no,monthly,109,15,71,engineering manager,yes,5513,0,2
yes,monthly,80,11,1064,sales,yes,5514,2,1
yes,monthly,76,9,36,designer,no,5515,2,1
no,monthly,20,1,706,developer,yes,5516,2,1
yes,monthly,26,0,501,developer,no,5517,2,1
no,monthly,89,5,758,developer,yes,5518,2,1
no,monthly,62,16,993,developer,no,5519,0,1
no,monthly,143,16,1109,developer,no,5520,0,1
no,annual,81,18,165,product manager,no,5521,0,0
no,monthly,35,14,738,engineering manager,no,5522,0,2
yes,annual,3,10,744,product manager,no,5523,2,0
no,annual,81,3,800,product manager,no,5524,2,0
no,monthly,119,6,429,engineering manager,yes,5525,2,2
no,monthly,1,17,464,engineering manager,no,5526,0,2
yes,monthly,42,4,892,product manager,no,5527,2,0
no,annual,98,10,399,product manager,no,5528,0,0
yes,monthly,35,2,237,marketer,yes,5529,2,1
no,monthly,15,17,255,product manager,no,5530,0,0
yes,monthly,52,12,284,designer,no,5531,0,1
yes,monthly,13,0,657,marketer,no,5532,2,1
no,monthly,10,4,592,product manager,yes,5533,2,0
no,monthly,121,4,622,developer,yes,5534,2,1
no,monthly,7,11,503,product manager,no,5535,2,0
yes,monthly,46,3,487,designer,no,5536,2,1
no,monthly,42,15,417,developer,yes,5537,0,1
yes,monthly,42,7,673,developer,yes,5538,2,1
no,annual,65,2,132,developer,no,5539,2,1
no,monthly,72,8,1085,engineering manager,yes,5540,2,2
no,monthly,55,18,888,product manager,no,5541,0,0
yes,monthly,59,9,303,engineering manager,yes,5542,2,2
yes,monthly,90,4,790,engineering manager,no,5543,2,2
no,monthly,29,19,531,engineering manager,yes,5544,0,2
no,monthly,33,6,846,developer,no,5545,2,1
no,monthly,67,6,15,engineering manager,yes,5546,2,2
no,monthly,33,8,201,developer,yes,5547,2,1
yes,monthly,25,9,61,sales,no,5548,2,1
no,monthly,13,18,968,engineering manager,yes,5549,0,2
no,monthly,147,13,370,developer,yes,5550,0,1
no,monthly,14,0,999,product manager,no,5551,2,0
yes,monthly,24,11,897,engineering manager,yes,5552,2,2
yes,monthly,40,2,611,sales,yes,5553,2,1
no,annual,144,18,573,product manager,yes,5554,0,0
no,monthly,107,17,24,engineering manager,no,5555,0,2
no,monthly,25,2,193,developer,yes,5556,2,1
yes,annual,38,3,581,product manager,yes,5557,2,0
no,monthly,5,1,1124,developer,yes,5558,2,1
no,monthly,140,12,201,product manager,no,5559,0,0
no,monthly,16,7,804,product manager,no,5560,2,0
yes,monthly,49,6,343,sales,no,5561,2,1
no,monthly,83,19,383,developer,no,5562,0,1
no,annual,30,18,699,product manager,no,5563,0,0
yes,monthly,67,2,596,designer,no,5564,2,1
yes,annual,76,8,818,designer,no,5565,2,1
no,monthly,95,2,484,product manager,no,5566,2,0
no,monthly,133,0,1056,engineering manager,no,5567,2,2
yes,monthly,40,0,1132,marketer,yes,5568,2,1
no,monthly,40,9,975,engineering manager,yes,5569,2,2
yes,monthly,57,4,833,marketer,yes,5570,2,1
no,monthly,55,20,454,developer,no,5571,0,1
no,monthly,101,11,979,engineering manager,yes,5572,0,2
yes,monthly,97,2,307,sales,no,5573,2,1
yes,annual,16,2,666,sales,yes,5574,2,1
no,annual,31,10,51,engineering manager,no,5575,2,2
no,annual,58,0,141,engineering manager,no,5576,2,2
no,monthly,60,18,575,product manager,yes,5577,0,0
no,monthly,75,2,845,developer,no,5578,2,1
yes,annual,20,6,339,designer,no,5579,2,1
no,annual,119,8,115,engineering manager,no,5580,2,2
no,monthly,66,17,952,developer,no,5581,0,1
yes,monthly,2,0,479,developer,yes,5582,2,1
yes,monthly,70,7,955,marketer,yes,5583,2,1
yes,annual,12,0,178,developer,no,5584,2,1
no,monthly,24,12,1125,engineering manager,no,5585,2,2
yes,monthly,7,12,435,designer,yes,5586,2,1
yes,annual,44,6,580,engineering manager,no,5587,2,2
yes,monthly,6,11,811,product manager,no,5588,2,0
no,monthly,98,14,1110,product manager,yes,5589,0,0
yes,monthly,22,11,259,product manager,no,5590,2,0
no,annual,129,18,783,engineering manager,no,5591,0,2
no,monthly,72,8,886,developer,yes,5592,2,1
no,monthly,54,5,766,product manager,no,5593,2,0
no,annual,11,19,1097,engineering manager,yes,5594,0,2
no,monthly,12,10,91,product manager,no,5595,2,0
no,annual,66,0,816,product manager,no,5596,2,0
yes,monthly,82,10,863,engineering manager,no,5597,2,2
no,monthly,97,0,755,engineering manager,no,5598,2,2
no,monthly,107,19,736,product manager,no,5599,0,0
no,monthly,132,17,226,developer,yes,5600,0,1
no,annual,85,11,1120,engineering manager,no,5601,0,2
no,annual,73,9,1168,engineering manager,no,5602,2,2
no,monthly,43,14,942,product manager,yes,5603,0,0
yes,monthly,4,3,352,marketer,no,5604,2,1
yes,monthly,5,5,1079,designer,yes,5605,2,1
yes,monthly,42,1,1127,designer,no,5606,2,1
no,annual,110,4,167,product manager,no,5607,2,0
no,annual,149,4,365,developer,no,5608,2,1
no,annual,48,5,726,product manager,no,5609,2,0
yes,monthly,90,9,467,designer,yes,5610,2,1
no,monthly,51,11,613,product manager,yes,5611,2,0
no,annual,108,2,1173,product manager,no,5612,2,0
no,monthly,92,10,291,developer,yes,5613,0,1
no,monthly,101,7,594,product manager,no,5614,2,0
no,annual,13,5,22,product manager,yes,5615,2,0
no,monthly,108,17,787,engineering manager,no,5616,0,2
yes,monthly,73,6,883,marketer,yes,5617,2,1
no,monthly,89,9,823,product manager,no,5618,2,0
yes,monthly,1,0,407,product manager,no,5619,2,0
yes,annual,23,7,1150,designer,no,5620,2,1
yes,annual,9,12,691,marketer,yes,5621,2,1
no,annual,149,16,154,product manager,no,5622,0,0
no,monthly,71,5,211,developer,no,5623,2,1
yes,monthly,80,1,1159,sales,no,5624,2,1
no,annual,1,12,174,product manager,no,5625,2,0
yes,monthly,40,8,209,developer,no,5626,2,1
yes,monthly,14,11,247,developer,no,5627,2,1
no,monthly,22,7,967,engineering manager,yes,5628,2,2
yes,monthly,53,1,706,designer,no,5629,2,1
yes,monthly,49,4,567,product manager,no,5630,2,0
yes,monthly,83,0,1126,engineering manager,yes,5631,2,2
no,monthly,40,8,954,developer,no,5632,2,1
no,monthly,123,16,1074,product manager,no,5633,0,0
no,monthly,125,19,375,engineering manager,yes,5634,0,2
no,monthly,58,3,620,engineering manager,no,5635,2,2
no,annual,79,8,454,developer,yes,5636,2,1
no,monthly,69,0,186,developer,no,5637,2,1
no,monthly,80,11,706,product manager,no,5638,0,0
no,monthly,134,19,4,engineering manager,no,5639,0,2
yes,monthly,46,8,435,designer,yes,5640,2,1
yes,annual,72,0,484,product manager,no,5641,2,0
no,monthly,36,10,19,product manager,no,5642,2,0
no,monthly,8,18,676,engineering manager,no,5643,0,2
no,annual,64,17,1007,engineering manager,no,5644,0,2
no,annual,21,16,647,engineering manager,no,5645,0,2
yes,monthly,34,6,911,developer,no,5646,2,1
yes,monthly,96,12,711,designer,yes,5647,0,1
no,monthly,44,20,661,engineering manager,no,5648,0,2
no,annual,141,10,484,product manager,no,5649,0,0
no,monthly,25,2,982,product manager,no,5650,2,0
no,monthly,43,6,426,developer,no,5651,2,1
yes,monthly,26,4,852,sales,yes,5652,2,1
no,annual,97,16,622,developer,yes,5653,0,1
no,monthly,120,20,51,engineering manager,no,5654,0,2
no,monthly,29,11,27,product manager,no,5655,2,0
yes,monthly,34,11,1034,designer,no,5656,2,1
no,monthly,66,20,92,product manager,no,5657,0,0
yes,monthly,44,5,406,developer,yes,5658,2,1
no,monthly,141,0,959,product manager,yes,5659,2,0
yes,monthly,40,7,237,sales,no,5660,2,1
no,monthly,59,7,776,engineering manager,yes,5661,2,2
yes,monthly,56,5,469,engineering manager,no,5662,2,2
no,annual,70,20,345,product manager,yes,5663,0,0
yes,monthly,22,2,484,marketer,yes,5664,2,1
no,monthly,44,0,804,engineering manager,no,5665,2,2
yes,monthly,73,11,648,marketer,no,5666,0,1
no,monthly,97,5,565,product manager,yes,5667,2,0
no,monthly,9,19,779,product manager,no,5668,0,0
yes,annual,19,0,725,product manager,no,5669,2,0
yes,monthly,91,12,884,developer,no,5670,0,1
no,annual,118,4,884,developer,no,5671,2,1
no,monthly,27,5,697,developer,yes,5672,2,1
no,annual,42,20,5,developer,yes,5673,0,1
yes,monthly,28,8,127,marketer,yes,5674,2,1
no,monthly,109,14,322,product manager,no,5675,0,0
no,monthly,91,19,646,developer,no,5676,0,1
