Name EN,Name CN,combined_text,cleaned_text,Cluster,Distance_to_Centroid
King Hill 64 - Extreme Snowboarding (Japan),雪地滑板王,King Hill 64 - Extreme Snowboarding (Japan) 雪地滑板王,king hill extreme snowboarding japan 雪地滑板王,7,0.9903409633240783
Kiratto Kaiketsu! 64 Tanteidan (Japan),侦探团64,Kiratto Kaiketsu! 64 Tanteidan (Japan) 侦探团64,kiratto kaiketsu tanteidan japan 侦探团,7,0.9916338335822531
Kirby 64 - The Crystal Shards (Europe),星之卡比64-水晶碎片,Kirby 64 - The Crystal Shards (Europe) 星之卡比64-水晶碎片,kirby crystal shards europe 星之卡比水晶碎片,1,0.9944303831144023
Kirby 64 - The Crystal Shards (USA),星之卡比64-水晶碎片,Kirby 64 - The Crystal Shards (USA) 星之卡比64-水晶碎片,kirby crystal shards usa 星之卡比水晶碎片,5,0.9943824849264351
Kirby 64 - The Crystal Shards (USA) (LodgeNet),星之卡比64-水晶碎片,Kirby 64 - The Crystal Shards (USA) (LodgeNet) 星之卡比64-水晶碎片,kirby crystal shards usa lodgenet 星之卡比水晶碎片,5,0.9877200463890239
Knife Edge - Nose Gunner (Europe),刀锋边缘-前机枪手,Knife Edge - Nose Gunner (Europe) 刀锋边缘-前机枪手,knife edge nose gunner europe 刀锋边缘前机枪手,1,0.9957448179808415
Knife Edge - Nose Gunner (Japan),刀锋边缘-前机枪手,Knife Edge - Nose Gunner (Japan) 刀锋边缘-前机枪手,knife edge nose gunner japan 刀锋边缘前机枪手,7,0.9920746231262917
Knife Edge - Nose Gunner (USA),刀锋边缘-前机枪手,Knife Edge - Nose Gunner (USA) 刀锋边缘-前机枪手,knife edge nose gunner usa 刀锋边缘前机枪手,5,0.9975881878514296
Knockout Kings 2000 (Europe),击倒王2000,Knockout Kings 2000 (Europe) 击倒王2000,knockout kings europe 击倒王,1,0.9930242063504283
Knockout Kings 2000 (USA),击倒王2000,Knockout Kings 2000 (USA) 击倒王2000,knockout kings usa 击倒王,5,0.9959635121573878
Kobe Bryant in NBA Courtside (Europe),NBA赛场-科比布莱恩特,Kobe Bryant in NBA Courtside (Europe) NBA赛场-科比布莱恩特,kobe bryant nba courtside europe nba赛场科比布莱恩特,1,0.9938836695267353
Kobe Bryant in NBA Courtside (USA),NBA赛场-科比布莱恩特,Kobe Bryant in NBA Courtside (USA) NBA赛场-科比布莱恩特,kobe bryant nba courtside usa nba赛场科比布莱恩特,5,0.99447792436823
Last Legion UX (Japan),最终军团UX,Last Legion UX (Japan) 最终军团UX,last legion ux japan 最终军团ux,7,0.9916338335822531
"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es)",塞尔达传说-马祖拉的假面,"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) 塞尔达传说-马祖拉的假面",legend zelda majoras mask europe enfrdees 塞尔达传说马祖拉的假面,3,0.845352947150158
"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Rev 1)",塞尔达传说-马祖拉的假面,"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Rev 1) 塞尔达传说-马祖拉的假面",legend zelda majoras mask europe enfrdees rev 塞尔达传说马祖拉的假面,3,0.8435551039289165
"Legend of Zelda, The - Majora's Mask (USA)",塞尔达传说-马祖拉的假面,"Legend of Zelda, The - Majora's Mask (USA) 塞尔达传说-马祖拉的假面",legend zelda majoras mask usa 塞尔达传说马祖拉的假面,3,0.8403909316278986
"Legend of Zelda, The - Majora's Mask (USA) (Demo) (Kiosk)",塞尔达传说-马祖拉的假面,"Legend of Zelda, The - Majora's Mask (USA) (Demo) (Kiosk) 塞尔达传说-马祖拉的假面",legend zelda majoras mask usa demo kiosk 塞尔达传说马祖拉的假面,3,0.8840085395654521
"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Rev 1) (Debug)",塞尔达传说-马祖拉的假面,"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Rev 1) (Debug) 塞尔达传说-马祖拉的假面",legend zelda majoras mask europe enfrdees rev debug 塞尔达传说马祖拉的假面,3,0.8696052358797025
"Legend of Zelda, The - Majora's Mask (USA) (GameCube)",塞尔达传说-马祖拉的假面,"Legend of Zelda, The - Majora's Mask (USA) (GameCube) 塞尔达传说-马祖拉的假面",legend zelda majoras mask usa gamecube 塞尔达传说马祖拉的假面,3,0.8203107758024956
"Legend of Zelda, The - Majora's Mask (Europe) (GameCube)",塞尔达传说-马祖拉的假面,"Legend of Zelda, The - Majora's Mask (Europe) (GameCube) 塞尔达传说-马祖拉的假面",legend zelda majoras mask europe gamecube 塞尔达传说马祖拉的假面,3,0.8174775312162061
"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Rev 1) (Wii Virtual Console)",塞尔达传说-马祖拉的假面,"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Rev 1) (Wii Virtual Console) 塞尔达传说-马祖拉的假面",legend zelda majoras mask europe enfrdees rev wii virtual console 塞尔达传说马祖拉的假面,3,0.8908129826416163
"Legend of Zelda, The - Majora's Mask (USA) (LodgeNet)",塞尔达传说-马祖拉的假面,"Legend of Zelda, The - Majora's Mask (USA) (LodgeNet) 塞尔达传说-马祖拉的假面",legend zelda majoras mask usa lodgenet 塞尔达传说马祖拉的假面,3,0.8529990501052573
"Legend of Zelda, The - Ocarina of Time (USA) (Beta)",塞尔达传说-时之笛,"Legend of Zelda, The - Ocarina of Time (USA) (Beta) 塞尔达传说-时之笛",legend zelda ocarina time usa beta 塞尔达传说时之笛,3,0.7483213025603543
"Legend of Zelda, The - Ocarina of Time (Europe) (Beta) (2003-02-13) (GameCube)",塞尔达传说-时之笛,"Legend of Zelda, The - Ocarina of Time (Europe) (Beta) (2003-02-13) (GameCube) 塞尔达传说-时之笛",legend zelda ocarina time europe beta gamecube 塞尔达传说时之笛,3,0.7451463957221753
"Legend of Zelda, The - Ocarina of Time (USA) (LodgeNet)",塞尔达传说-时之笛,"Legend of Zelda, The - Ocarina of Time (USA) (LodgeNet) 塞尔达传说-时之笛",legend zelda ocarina time usa lodgenet 塞尔达传说时之笛,3,0.757298424277923
"Legend of Zelda, The - Ocarina of Time (Europe) (En,Fr,De)",塞尔达传说-时之笛,"Legend of Zelda, The - Ocarina of Time (Europe) (En,Fr,De) 塞尔达传说-时之笛",legend zelda ocarina time europe enfrde 塞尔达传说时之笛,3,0.7567993470997098
"Legend of Zelda, The - Ocarina of Time (Europe) (En,Fr,De) (Rev 1)",塞尔达传说-时之笛,"Legend of Zelda, The - Ocarina of Time (Europe) (En,Fr,De) (Rev 1) 塞尔达传说-时之笛",legend zelda ocarina time europe enfrde rev 塞尔达传说时之笛,3,0.7508481472812284
"Legend of Zelda, The - Ocarina of Time (USA)",塞尔达传说-时之笛,"Legend of Zelda, The - Ocarina of Time (USA) 塞尔达传说-时之笛",legend zelda ocarina time usa 塞尔达传说时之笛,3,0.7338586251591019
"Legend of Zelda, The - Ocarina of Time (USA) (Rev 1)",塞尔达传说-时之笛,"Legend of Zelda, The - Ocarina of Time (USA) (Rev 1) 塞尔达传说-时之笛",legend zelda ocarina time usa rev 塞尔达传说时之笛,3,0.7116786813961905
"Legend of Zelda, The - Ocarina of Time (USA) (Rev 2)",塞尔达传说-时之笛,"Legend of Zelda, The - Ocarina of Time (USA) (Rev 2) 塞尔达传说-时之笛",legend zelda ocarina time usa rev 塞尔达传说时之笛,3,0.7116786813961905
"Legend of Zelda, The - Ocarina of Time (USA) (GameCube)",塞尔达传说-时之笛,"Legend of Zelda, The - Ocarina of Time (USA) (GameCube) 塞尔达传说-时之笛",legend zelda ocarina time usa gamecube 塞尔达传说时之笛,3,0.7167183020363483
"Legend of Zelda, The - Ocarina of Time (Europe) (GameCube)",塞尔达传说-时之笛,"Legend of Zelda, The - Ocarina of Time (Europe) (GameCube) 塞尔达传说-时之笛",legend zelda ocarina time europe gamecube 塞尔达传说时之笛,3,0.7235500852284142
"Legend of Zelda, The - Ocarina of Time (Europe) (Beta) (2003-02-21) (GameCube) (Debug)",塞尔达传说-时之笛,"Legend of Zelda, The - Ocarina of Time (Europe) (Beta) (2003-02-21) (GameCube) (Debug) 塞尔达传说-时之笛",legend zelda ocarina time europe beta gamecube debug 塞尔达传说时之笛,3,0.7905909310924
"Legend of Zelda, The - Ocarina of Time - Master Quest (Europe) (GameCube) (Debug)",塞尔达传说-时之笛-里,"Legend of Zelda, The - Ocarina of Time - Master Quest (Europe) (GameCube) (Debug) 塞尔达传说-时之笛-里",legend zelda ocarina time master quest europe gamecube debug 塞尔达传说时之笛里,3,0.8479648910401
"Legend of Zelda, The - Ocarina of Time - Master Quest (USA) (GameCube)",塞尔达传说-时之笛-里,"Legend of Zelda, The - Ocarina of Time - Master Quest (USA) (GameCube) 塞尔达传说-时之笛-里",legend zelda ocarina time master quest usa gamecube 塞尔达传说时之笛里,3,0.8309473937803272
"Legend of Zelda, The - Ocarina of Time - Master Quest (Europe) (En,Fr,De) (GameCube)",塞尔达传说-时之笛-里,"Legend of Zelda, The - Ocarina of Time - Master Quest (Europe) (En,Fr,De) (GameCube) 塞尔达传说-时之笛-里",legend zelda ocarina time master quest europe enfrde gamecube 塞尔达传说时之笛里,3,0.8400559273118317
"LEGO Racers (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)",乐高赛车,"LEGO Racers (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi) 乐高赛车",lego racers europe enfrdeesitnlsvnodafi 乐高赛车,1,0.9937884788049093
"LEGO Racers (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)",乐高赛车,"LEGO Racers (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi) 乐高赛车",lego racers usa enfrdeesitnlsvnodafi 乐高赛车,5,0.9959551123350143
Let's Smash (Japan),中心球场网球赛,Let's Smash (Japan) 中心球场网球赛,lets smash japan 中心球场网球赛,7,0.9880594686857324
"Lode Runner 3-D (Europe) (En,Fr,De,Es,It)",淘金者3-D,"Lode Runner 3-D (Europe) (En,Fr,De,Es,It) 淘金者3-D",lode runner europe enfrdeesit 淘金者d,4,0.9734398202919159
Lode Runner 3-D (Japan),淘金者3-D,Lode Runner 3-D (Japan) 淘金者3-D,lode runner japan 淘金者d,7,0.9879930216198168
Lode Runner 3-D (USA),淘金者3-D,Lode Runner 3-D (USA) 淘金者3-D,lode runner usa 淘金者d,5,0.9957025860719798
"Lylat Wars (Australia) (En,Fr,De)",星际火狐,"Lylat Wars (Australia) (En,Fr,De) 星际火狐",lylat wars australia enfrde 星际火狐,1,0.9976899986057716
"Lylatwars (Europe) (En,Fr,De)",星际火狐,"Lylatwars (Europe) (En,Fr,De) 星际火狐",lylatwars europe enfrde 星际火狐,1,0.9674423634611587
Mace - The Dark Age (Europe),战锤-黑暗时代,Mace - The Dark Age (Europe) 战锤-黑暗时代,mace dark age europe 战锤黑暗时代,1,0.9936767713636578
Mace - The Dark Age (USA),战锤-黑暗时代,Mace - The Dark Age (USA) 战锤-黑暗时代,mace dark age usa 战锤黑暗时代,5,0.9941402374932385
Mace - The Dark Age (USA) (Beta),战锤-黑暗时代,Mace - The Dark Age (USA) (Beta) 战锤-黑暗时代,mace dark age usa beta 战锤黑暗时代,5,0.9853826899570708
Madden Football 64 (Europe),劲爆美式橄榄球64,Madden Football 64 (Europe) 劲爆美式橄榄球64,madden football europe 劲爆美式橄榄球,9,0.9895983842838025
Madden Football 64 (USA),劲爆美式橄榄球64,Madden Football 64 (USA) 劲爆美式橄榄球64,madden football usa 劲爆美式橄榄球,9,0.9763167280381949
Madden NFL 2000 (USA),劲爆美式橄榄球2000,Madden NFL 2000 (USA) 劲爆美式橄榄球2000,madden nfl usa 劲爆美式橄榄球,9,0.923485683762974
Madden NFL 2001 (USA),劲爆美式橄榄球2001,Madden NFL 2001 (USA) 劲爆美式橄榄球2001,madden nfl usa 劲爆美式橄榄球,9,0.923485683762974
Madden NFL 2002 (USA),劲爆美式橄榄球2002,Madden NFL 2002 (USA) 劲爆美式橄榄球2002,madden nfl usa 劲爆美式橄榄球,9,0.923485683762974
Madden NFL 99 (Europe),劲爆美式橄榄球'99,Madden NFL 99 (Europe) 劲爆美式橄榄球'99,madden nfl europe 劲爆美式橄榄球,9,0.9547975492462677
Madden NFL 99 (USA),劲爆美式橄榄球'99,Madden NFL 99 (USA) 劲爆美式橄榄球'99,madden nfl usa 劲爆美式橄榄球,9,0.923485683762974
Madden NFL 99 (USA) (1998-08-05) (Beta),劲爆美式橄榄球'99,Madden NFL 99 (USA) (1998-08-05) (Beta) 劲爆美式橄榄球'99,madden nfl usa beta 劲爆美式橄榄球,9,0.9417489513961296
Madden NFL 99 (USA) (Rev 1),劲爆美式橄榄球'99,Madden NFL 99 (USA) (Rev 1) 劲爆美式橄榄球'99,madden nfl usa rev 劲爆美式橄榄球,9,0.8787549871409427
Magical Tetris Challenge (Europe),魔法方块挑战,Magical Tetris Challenge (Europe) 魔法方块挑战,magical tetris challenge europe 魔法方块挑战,1,0.9922193484465648
Magical Tetris Challenge (Germany),魔法方块挑战,Magical Tetris Challenge (Germany) 魔法方块挑战,magical tetris challenge germany 魔法方块挑战,5,0.9995100524403735
Magical Tetris Challenge (USA),魔法方块挑战,Magical Tetris Challenge (USA) 魔法方块挑战,magical tetris challenge usa 魔法方块挑战,5,0.992641441242351
Magical Tetris Challenge featuring Mickey (Japan),魔法方块挑战,Magical Tetris Challenge featuring Mickey (Japan) 魔法方块挑战,magical tetris challenge featuring mickey japan 魔法方块挑战,7,0.9919182406621181
Mahjong 64 (Japan),麻雀64,Mahjong 64 (Japan) 麻雀64,mahjong japan 麻雀,7,0.979813350281885
Mahjong Hourouki Classic (Japan),麻雀放浪记-经典,Mahjong Hourouki Classic (Japan) 麻雀放浪记-经典,mahjong hourouki classic japan 麻雀放浪记经典,7,0.9878544917166311
Mahjong Master (Japan),麻雀大师,Mahjong Master (Japan) 麻雀大师,mahjong master japan 麻雀大师,7,0.9845164361107969
Major League Baseball Featuring Ken Griffey Jr. (Australia),美国职业棒球大联盟,Major League Baseball Featuring Ken Griffey Jr. (Australia) 美国职业棒球大联盟,major league baseball featuring ken griffey jr australia 美国职业棒球大联盟,5,1.0016437388291521
Major League Baseball Featuring Ken Griffey Jr. (USA),美国职业棒球大联盟,Major League Baseball Featuring Ken Griffey Jr. (USA) 美国职业棒球大联盟,major league baseball featuring ken griffey jr usa 美国职业棒球大联盟,5,0.9962390016234891
Manic Miner 64 (World) (Summer64) (Unl),,Manic Miner 64 (World) (Summer64) (Unl) ,manic miner world summer unl,4,0.9735726005735681
Mario Golf (USA) (LodgeNet),马里奥高尔夫,Mario Golf (USA) (LodgeNet) 马里奥高尔夫,mario golf usa lodgenet 马里奥高尔夫,5,0.9822521148695833
Mario Golf (Europe),马里奥高尔夫,Mario Golf (Europe) 马里奥高尔夫,mario golf europe 马里奥高尔夫,1,0.9872270043978916
Mario Golf (USA),马里奥高尔夫,Mario Golf (USA) 马里奥高尔夫,mario golf usa 马里奥高尔夫,5,0.9897353413376954
Mario Golf 64 (Japan),马里奥高尔夫64,Mario Golf 64 (Japan) 马里奥高尔夫64,mario golf japan 马里奥高尔夫,7,0.9818733564096188
Mario Golf 64 (Japan) (Rev 1),马里奥高尔夫64,Mario Golf 64 (Japan) (Rev 1) 马里奥高尔夫64,mario golf japan rev 马里奥高尔夫,9,0.972148241357535
Mario Kart 64 (Europe),马里奥赛车64,Mario Kart 64 (Europe) 马里奥赛车64,mario kart europe 马里奥赛车,1,0.9886529115664
Mario Kart 64 (Europe) (Rev 1),马里奥赛车64,Mario Kart 64 (Europe) (Rev 1) 马里奥赛车64,mario kart europe rev 马里奥赛车,9,0.9822828007008115
Mario Kart 64 (Japan),马里奥赛车64,Mario Kart 64 (Japan) 马里奥赛车64,mario kart japan 马里奥赛车,7,0.982006788377422
Mario Kart 64 (Japan) (Rev 1),马里奥赛车64,Mario Kart 64 (Japan) (Rev 1) 马里奥赛车64,mario kart japan rev 马里奥赛车,9,0.9658888482792486
Mario Kart 64 (USA),马里奥赛车64,Mario Kart 64 (USA) 马里奥赛车64,mario kart usa 马里奥赛车,5,0.9899999268861043
Mario Kart 64 (USA) (LodgeNet),马里奥赛车64,Mario Kart 64 (USA) (LodgeNet) 马里奥赛车64,mario kart usa lodgenet 马里奥赛车,5,0.9825234407350949
Mario no Photopie (Japan),马里奥纪念册,Mario no Photopie (Japan) 马里奥纪念册,mario photopie japan 马里奥纪念册,7,0.984575090241557
"Mario Party (Europe) (En,Fr,De)",马里奥聚会,"Mario Party (Europe) (En,Fr,De) 马里奥聚会",mario party europe enfrde 马里奥聚会,1,0.9648372341788942
Mario Party (Japan),马里奥聚会,Mario Party (Japan) 马里奥聚会,mario party japan 马里奥聚会,7,0.9657540965085971
Mario Party (USA),马里奥聚会,Mario Party (USA) 马里奥聚会,mario party usa 马里奥聚会,5,0.9816924545362652
"Mario Party 2 (Europe) (En,Fr,De,Es,It)",马里奥聚会2,"Mario Party 2 (Europe) (En,Fr,De,Es,It) 马里奥聚会2",mario party europe enfrdeesit 马里奥聚会,4,0.9595734280273903
Mario Party 2 (Japan),马里奥聚会2,Mario Party 2 (Japan) 马里奥聚会2,mario party japan 马里奥聚会,7,0.9657540965085971
Mario Party 2 (USA),马里奥聚会2,Mario Party 2 (USA) 马里奥聚会2,mario party usa 马里奥聚会,5,0.9816924545362652
"Mario Party 2 (Europe) (En,Fr,De,Es,It) (Wii Virtual Console)",马里奥聚会2,"Mario Party 2 (Europe) (En,Fr,De,Es,It) (Wii Virtual Console) 马里奥聚会2",mario party europe enfrdeesit wii virtual console 马里奥聚会,4,0.9724135750283609
Mario Party 2 (Japan) (Wii Virtual Console),马里奥聚会2,Mario Party 2 (Japan) (Wii Virtual Console) 马里奥聚会2,mario party japan wii virtual console 马里奥聚会,7,0.9755987394049068
Mario Party 2 (USA) (Wii Virtual Console),马里奥聚会2,Mario Party 2 (USA) (Wii Virtual Console) 马里奥聚会2,mario party usa wii virtual console 马里奥聚会,5,0.9860460960705705
"Mario Party 3 (Europe) (En,Fr,De,Es)",马里奥聚会3,"Mario Party 3 (Europe) (En,Fr,De,Es) 马里奥聚会3",mario party europe enfrdees 马里奥聚会,1,0.9793238165387741
Mario Party 3 (Japan),马里奥聚会3,Mario Party 3 (Japan) 马里奥聚会3,mario party japan 马里奥聚会,7,0.9657540965085971
Mario Party 3 (USA),马里奥聚会3,Mario Party 3 (USA) 马里奥聚会3,mario party usa 马里奥聚会,5,0.9816924545362652
Mario Party 3 (USA) (Beta),马里奥聚会3,Mario Party 3 (USA) (Beta) 马里奥聚会3,mario party usa beta 马里奥聚会,5,0.9726952538518556
Mario Party 3 (USA) (LodgeNet),马里奥聚会3,Mario Party 3 (USA) (LodgeNet) 马里奥聚会3,mario party usa lodgenet 马里奥聚会,5,0.9760093968428916
Mario Story (Japan),纸片马里奥,Mario Story (Japan) 纸片马里奥,mario story japan 纸片马里奥,7,0.9812264000846652
Mario Tennis (Europe),马里奥网球,Mario Tennis (Europe) 马里奥网球,mario tennis europe 马里奥网球,1,0.9848568054439959
Mario Tennis (USA),马里奥网球,Mario Tennis (USA) 马里奥网球,mario tennis usa 马里奥网球,5,0.9876535129210411
Mario Tennis (Europe) (Wii Virtual Console),马里奥网球,Mario Tennis (Europe) (Wii Virtual Console) 马里奥网球,mario tennis europe wii virtual console 马里奥网球,1,0.9899042224445166
Mario Tennis (USA) (Wii Virtual Console),马里奥网球,Mario Tennis (USA) (Wii Virtual Console) 马里奥网球,mario tennis usa wii virtual console 马里奥网球,5,0.9889388160036435
